Taster Name,Title,Avg. Points,Avg. Price,Points
Anna Lee C. Iijima,Bedell 2012 Musée Red (North Fork of Long Island),88,125,88
Anna Lee C. Iijima,Bedell 2012 Merlot (North Fork of Long Island),88,35,88
Anna Lee C. Iijima,Bedell 2012 Malbec (North Fork of Long Island),87,50,87
Anna Lee C. Iijima,Bedell 2012 Gallery White (North Fork of Long Island),88,60,88
Anna Lee C. Iijima,Bedell 2012 Cabernet Franc (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Bedell 2011 Cabernet Franc (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Bedell 2010 Taste White White (North Fork of Long Island),89,25,89
Anna Lee C. Iijima,Bedell 2010 Musée Red (North Fork of Long Island),90,90,90
Anna Lee C. Iijima,Bedell 2010 Chardonnay (North Fork of Long Island),89,25,89
Anna Lee C. Iijima,Bedell 2010 Cabernet Franc (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Bedell 2009 Blanc de Blancs Chardonnay (North Fork of Long Island),88,60,88
Susan Kostrzewa,Bedell 2006 Gallery White (North Fork of Long Island),86,48,86
Susan Kostrzewa,Bedell 2005 Taste Red Red (North Fork of Long Island),86,35,86
Susan Kostrzewa,Bedell 2005 Reserve Merlot (North Fork of Long Island),87,48,87
Susan Kostrzewa,Bedell 2005 Musée Red (North Fork of Long Island),88,65,88
Joe Czerwinski,Bedell 2001 Late Harvest Riesling Riesling (North Fork of Long Island),88,35,88
Joe Czerwinski,Bedell 1998 Gewürztraminer (North Fork of Long Island),83,13,83
Anna Lee C. Iijima,Baiting Hollow Farm Vineyard 2011 White Satin White (North Fork of Long Island),85,25,85
Anna Lee C. Iijima,Baiting Hollow Farm Vineyard 2010 Red Velvet Red (North Fork of Long Island),85,35,85
Anna Lee C. Iijima,Baiting Hollow Farm Vineyard 2010 Horse Rescue Mirage Red (North Fork of Long Island),87,25,87
Anna Lee C. Iijima,Baiting Hollow Farm Vineyard 2010 Horse Rescue Angel Chardonnay (North Fork of Long Island),84,25,84
Anna Lee C. Iijima,Anthony Nappa 2016 Bordo Antico Rex Farr Vineyards Cabernet Franc (North Fork of Long Island),90,22,180
Anna Lee C. Iijima,Anthony Nappa 2015 Bordo Cabernet Franc (North Fork of Long Island),89,20,89
Anna Lee C. Iijima,Anthony Nappa 2014 Shared Table Farm Pinot Noir (North Fork of Long Island),91,50,91
Anna Lee C. Iijima,Anthony Nappa 2014 Sciardonné Chardonnay (North Fork of Long Island),89,20,89
Anna Lee C. Iijima,Anthony Nappa 2014 Ripasso Merlot (North Fork of Long Island),90,25,90
Anna Lee C. Iijima,Anthony Nappa 2014 Quattordici Red (North Fork of Long Island),92,35,92
Anna Lee C. Iijima,Anthony Nappa 2014 Nemesis Pinot Noir (North Fork of Long Island),89,35,89
Anna Lee C. Iijima,Anthony Nappa 2014 La Strega Malbec (North Fork of Long Island),89,22,89
Anna Lee C. Iijima,Anthony Nappa 2014 Bordo Cabernet Franc (North Fork of Long Island),92,20,184
Anna Lee C. Iijima,Anthony Nappa 2013 Tocca Ferro Reserve Red (North Fork of Long Island),91,50,91
Anna Lee C. Iijima,Anthony Nappa 2013 The Savage Cabernet Sauvignon (North Fork of Long Island),92,75,92
Anna Lee C. Iijima,Anthony Nappa 2013 Spezia Gewürztraminer (North Fork of Long Island),87,25,174
Anna Lee C. Iijima,Anthony Nappa 2013 Shared Table Farm Hog's Neck Cabernet Franc (North Fork of Long Island),91,50,91
Anna Lee C. Iijima,Anthony Nappa 2013 Sciardonné Chardonnay (North Fork of Long Island),90,20,90
Anna Lee C. Iijima,Anthony Nappa 2013 Reserve Merlot (North Fork of Long Island),91,40,91
Anna Lee C. Iijima,Anthony Nappa 2013 Reminisce Sauvignon Blanc (North Fork of Long Island),90,22,90
Anna Lee C. Iijima,Anthony Nappa 2013 Piccolo Pio Petit Verdot (North Fork of Long Island),89,60,89
Anna Lee C. Iijima,Anthony Nappa 2013 Giallo Sémillon (North Fork of Long Island),89,40,89
Anna Lee C. Iijima,Anthony Nappa 2012 Sciardonné Chardonnay (North Fork of Long Island),89,18,89
Anna Lee C. Iijima,Anthony Nappa 2012 Blackbird Merlot (North Fork of Long Island),88,40,88
Anna Lee C. Iijima,Anthony Nappa 2010 Dieci Red (North Fork of Long Island),90,35,180
Anna Lee C. Iijima,Anthony Nappa 2010 Bordo Cabernet Franc (North Fork of Long Island),88,20,176
Anna Lee C. Iijima,Anthony Nappa 2010 Blackbird Merlot (North Fork of Long Island),90,40,90
